#colidx	rfcolidx	tag	numval	code	skipped?
112	-	GAPFRACT	0.000000	0	-
113	-	GAPFRACT	0.000000	0	-
114	-	GAPFRACT	0.000000	0	-
115	-	GAPFRACT	0.000000	0	-
116	-	GAPFRACT	0.013699	0	-
117	-	GAPFRACT	0.013699	0	-
118	-	GAPFRACT	0.013699	0	-
119	-	GAPFRACT	0.027397	0	-
120	-	GAPFRACT	0.095890	1	-
121	-	GAPFRACT	0.191781	2	-
122	-	GAPFRACT	0.191781	2	-
123	-	GAPFRACT	0.821918	8	-
124	-	GAPFRACT	0.835616	8	-
125	-	GAPFRACT	0.876712	9	-
126	-	GAPFRACT	0.890411	9	-
127	-	GAPFRACT	0.890411	9	-
128	-	GAPFRACT	0.904110	9	-
129	-	GAPFRACT	0.917808	9	-
130	-	GAPFRACT	0.986301	*	-
131	-	GAPFRACT	0.986301	*	-
132	-	GAPFRACT	0.917808	9	-
133	-	GAPFRACT	0.917808	9	-
134	-	GAPFRACT	0.904110	9	-
135	-	GAPFRACT	0.890411	9	-
136	-	GAPFRACT	0.876712	9	-
137	-	GAPFRACT	0.876712	9	-
138	-	GAPFRACT	0.821918	8	-
139	-	GAPFRACT	0.808219	8	-
140	-	GAPFRACT	0.000000	0	-
141	-	GAPFRACT	0.000000	0	-
142	-	GAPFRACT	0.000000	0	-
143	-	GAPFRACT	0.000000	0	-
144	-	GAPFRACT	0.000000	0	-
145	-	GAPFRACT	0.000000	0	-
146	-	GAPFRACT	0.000000	0	-
147	-	GAPFRACT	0.000000	0	-
148	-	GAPFRACT	0.000000	0	-
149	-	GAPFRACT	0.000000	0	-
150	-	GAPFRACT	0.013699	0	-
151	-	GAPFRACT	0.000000	0	-
152	-	GAPFRACT	0.000000	0	-
153	-	GAPFRACT	0.000000	0	-
154	-	GAPFRACT	0.000000	0	-
155	-	GAPFRACT	0.000000	0	-
156	-	GAPFRACT	0.000000	0	-
157	-	GAPFRACT	0.013699	0	-
158	-	GAPFRACT	0.041096	0	-
159	-	GAPFRACT	0.041096	0	-
160	-	GAPFRACT	0.027397	0	-
161	-	GAPFRACT	0.027397	0	-
162	-	GAPFRACT	0.027397	0	-
163	-	GAPFRACT	0.041096	0	-
1	-	CONS	-	G	-
2	-	CONS	-	g	-
3	-	CONS	-	G	-
4	-	CONS	-	c	-
5	-	CONS	-	u	-
6	-	CONS	-	G	-
7	-	CONS	-	G	-
8	-	CONS	-	C	-
9	-	CONS	-	a	-
10	-	CONS	-	U	-
11	-	CONS	-	U	-
12	-	CONS	-	U	-
13	-	CONS	-	A	-
14	-	CONS	-	G	-
15	-	CONS	-	C	-
16	-	CONS	-	U	-
17	-	CONS	-	C	-
18	-	CONS	-	A	-
19	-	CONS	-	A	-
20	-	CONS	-	G	-
21	-	CONS	-	c	-
22	-	CONS	-	G	-
23	-	CONS	-	G	-
24	-	CONS	-	U	-
25	-	CONS	-	U	-
26	-	CONS	-	a	-
27	-	CONS	-	C	-
28	-	CONS	-	U	-
29	-	CONS	-	U	-
30	-	CONS	-	C	-
31	-	CONS	-	g	-
32	-	CONS	-	m	-
33	-	CONS	-	m	-
34	-	CONS	-	w	-
35	-	CONS	-	m	-
36	-	CONS	-	w	-
37	-	CONS	-	y	-
38	-	CONS	-	m	-
39	-	CONS	-	w	-
40	-	CONS	-	r	-
41	-	CONS	-	w	-
42	-	CONS	-	w	-
43	-	CONS	-	w	-
44	-	CONS	-	k	-
45	-	CONS	-	y	-
46	-	CONS	-	w	-
47	-	CONS	-	y	-
48	-	CONS	-	y	-
49	-	CONS	-	u	-
50	-	CONS	-	y	-
51	-	CONS	-	y	-
52	-	CONS	-	m	-
53	-	CONS	-	w	-
54	-	CONS	-	m	-
55	-	CONS	-	y	-
56	-	CONS	-	m	-
57	-	CONS	-	y	-
58	-	CONS	-	y	-
59	-	CONS	-	k	-
60	-	CONS	-	y	-
61	-	CONS	-	y	-
62	-	CONS	-	s	-
63	-	CONS	-	y	-
64	-	CONS	-	k	-
65	-	CONS	-	k	-
66	-	CONS	-	r	-
67	-	CONS	-	m	-
68	-	CONS	-	g	-
69	-	CONS	-	u	-
70	-	CONS	-	g	-
71	-	CONS	-	s	-
72	-	CONS	-	c	-
73	-	CONS	-	r	-
74	-	CONS	-	a	-
75	-	CONS	-	g	-
76	-	CONS	-	c	-
77	-	CONS	-	a	-
78	-	CONS	-	m	-
79	-	CONS	-	c	-
80	-	CONS	-	a	-
81	-	CONS	-	a	-
82	-	CONS	-	A	-
83	-	CONS	-	a	-
84	-	CONS	-	C	-
85	-	CONS	-	a	-
86	-	CONS	-	A	-
87	-	CONS	-	a	-
88	-	CONS	-	C	-
89	-	CONS	-	C	-
90	-	CONS	-	a	-
91	-	CONS	-	c	-
92	-	CONS	-	u	-
93	-	CONS	-	u	-
94	-	CONS	-	a	-
95	-	CONS	-	C	-
96	-	CONS	-	C	-
97	-	CONS	-	u	-
98	-	CONS	-	a	-
99	-	CONS	-	u	-
100	-	CONS	-	C	-
101	-	CONS	-	c	-
102	-	CONS	-	c	-
103	-	CONS	-	R	-
104	-	CONS	-	u	-
105	-	CONS	-	K	-
106	-	CONS	-	m	-
107	-	CONS	-	k	-
108	-	CONS	-	k	-
109	-	CONS	-	y	-
110	-	CONS	-	k	-
111	-	CONS	-	g	-
112	-	CONS	-	K	-
113	-	CONS	-	g	-
114	-	CONS	-	G	-
115	-	CONS	-	U	-
116	-	CONS	-	U	-
117	-	CONS	-	C	-
118	-	CONS	-	G	-
119	-	CONS	-	A	-
120	-	CONS	-	g	-
121	-	CONS	-	a	-
122	-	CONS	-	C	-
123	-	CONS	-	C	-
124	-	CONS	-	c	-
125	-	CONS	-	A	-
126	-	CONS	-	C	-
127	-	CONS	-	u	-
128	-	CONS	-	r	-
129	-	CONS	-	C	-
130	-	CONS	-	A	-
131	-	CONS	-	C	-
132	-	CONS	-	G	-
133	-	CONS	-	U	-
134	-	CONS	-	c	-
135	-	CONS	-	U	-
136	-	CONS	-	c	-
137	-	CONS	-	u	-
138	-	CONS	-	w	-
139	-	CONS	-	a	-
140	-	CONS	-	C	-
141	-	CONS	-	C	-
142	-	CONS	-	g	-
143	-	CONS	-	C	-
144	-	CONS	-	G	-
145	-	CONS	-	G	-
146	-	CONS	-	G	-
147	-	CONS	-	C	-
148	-	CONS	-	G	-
149	-	CONS	-	C	-
150	-	CONS	-	U	-
151	-	CONS	-	s	-
152	-	CONS	-	u	-
153	-	CONS	-	C	-
154	-	CONS	-	c	-
155	-	CONS	-	R	-
156	-	CONS	-	g	-
157	-	CONS	-	c	-
158	-	CONS	-	c	-
159	-	CONS	-	c	-
160	-	CONS	-	U	-
161	-	CONS	-	U	-
162	-	CONS	-	U	-
163	-	CONS	-	U	-
1	-	CONSFRACT	0.863636	9	-
2	-	CONSFRACT	0.690141	7	-
3	-	CONSFRACT	0.863014	9	-
4	-	CONSFRACT	0.602740	6	-
5	-	CONSFRACT	0.506849	5	-
6	-	CONSFRACT	0.808219	8	-
7	-	CONSFRACT	1.000000	*	-
8	-	CONSFRACT	0.913793	9	-
9	-	CONSFRACT	0.500000	5	-
10	-	CONSFRACT	0.836066	8	-
11	-	CONSFRACT	0.849315	8	-
12	-	CONSFRACT	0.890411	9	-
13	-	CONSFRACT	0.958904	*	-
14	-	CONSFRACT	0.986301	*	-
15	-	CONSFRACT	1.000000	*	-
16	-	CONSFRACT	0.808219	8	-
17	-	CONSFRACT	0.849315	8	-
18	-	CONSFRACT	0.818182	8	-
19	-	CONSFRACT	0.931507	9	-
20	-	CONSFRACT	1.000000	*	-
21	-	CONSFRACT	0.671233	7	-
22	-	CONSFRACT	0.986301	*	-
23	-	CONSFRACT	0.986301	*	-
24	-	CONSFRACT	0.890411	9	-
25	-	CONSFRACT	0.986301	*	-
26	-	CONSFRACT	0.722222	7	-
27	-	CONSFRACT	0.972222	*	-
28	-	CONSFRACT	0.958333	*	-
29	-	CONSFRACT	0.986111	*	-
30	-	CONSFRACT	1.000000	*	-
31	-	CONSFRACT	0.597222	6	-
32	-	CONSFRACT	0.583333	6	-
33	-	CONSFRACT	0.652778	7	-
34	-	CONSFRACT	0.694444	7	-
35	-	CONSFRACT	0.611111	6	-
36	-	CONSFRACT	0.625000	6	-
37	-	CONSFRACT	0.694444	7	-
38	-	CONSFRACT	0.527778	5	-
39	-	CONSFRACT	0.652778	7	-
40	-	CONSFRACT	0.541667	5	-
41	-	CONSFRACT	0.708333	7	-
42	-	CONSFRACT	0.625000	6	-
43	-	CONSFRACT	0.652778	7	-
44	-	CONSFRACT	0.625000	6	-
45	-	CONSFRACT	0.652778	7	-
46	-	CONSFRACT	0.722222	7	-
47	-	CONSFRACT	0.638889	6	-
48	-	CONSFRACT	0.652778	7	-
49	-	CONSFRACT	0.513889	5	-
50	-	CONSFRACT	0.722222	7	-
51	-	CONSFRACT	0.680556	7	-
52	-	CONSFRACT	0.611111	6	-
53	-	CONSFRACT	0.676056	7	-
54	-	CONSFRACT	0.578125	6	-
55	-	CONSFRACT	0.606557	6	-
56	-	CONSFRACT	0.639344	6	-
57	-	CONSFRACT	0.644068	6	-
58	-	CONSFRACT	0.672414	7	-
59	-	CONSFRACT	0.684211	7	-
60	-	CONSFRACT	0.690909	7	-
61	-	CONSFRACT	0.653061	7	-
62	-	CONSFRACT	0.673913	7	-
63	-	CONSFRACT	0.690476	7	-
64	-	CONSFRACT	0.675676	7	-
65	-	CONSFRACT	0.636364	6	-
66	-	CONSFRACT	0.684211	7	-
67	-	CONSFRACT	0.600000	6	-
68	-	CONSFRACT	0.555556	6	-
69	-	CONSFRACT	0.500000	5	-
70	-	CONSFRACT	0.500000	5	-
71	-	CONSFRACT	0.666667	7	-
72	-	CONSFRACT	0.666667	7	-
73	-	CONSFRACT	0.666667	7	-
74	-	CONSFRACT	0.666667	7	-
75	-	CONSFRACT	0.666667	7	-
76	-	CONSFRACT	0.666667	7	-
77	-	CONSFRACT	0.666667	7	-
78	-	CONSFRACT	0.666667	7	-
79	-	CONSFRACT	0.666667	7	-
80	-	CONSFRACT	0.666667	7	-
81	-	CONSFRACT	0.666667	7	-
82	-	CONSFRACT	1.000000	*	-
83	-	CONSFRACT	0.500000	5	-
84	-	CONSFRACT	1.000000	*	-
85	-	CONSFRACT	0.500000	5	-
86	-	CONSFRACT	1.000000	*	-
87	-	CONSFRACT	0.500000	5	-
88	-	CONSFRACT	1.000000	*	-
89	-	CONSFRACT	1.000000	*	-
90	-	CONSFRACT	0.500000	5	-
91	-	CONSFRACT	0.666667	7	-
92	-	CONSFRACT	0.666667	7	-
93	-	CONSFRACT	0.666667	7	-
94	-	CONSFRACT	0.666667	7	-
95	-	CONSFRACT	1.000000	*	-
96	-	CONSFRACT	1.000000	*	-
97	-	CONSFRACT	0.666667	7	-
98	-	CONSFRACT	0.666667	7	-
99	-	CONSFRACT	0.666667	7	-
100	-	CONSFRACT	1.000000	*	-
101	-	CONSFRACT	0.666667	7	-
102	-	CONSFRACT	0.500000	5	-
103	-	CONSFRACT	0.800000	8	-
104	-	CONSFRACT	0.666667	7	-
105	-	CONSFRACT	0.833333	8	-
106	-	CONSFRACT	0.666667	7	-
107	-	CONSFRACT	0.619048	6	-
108	-	CONSFRACT	0.625000	6	-
109	-	CONSFRACT	0.602740	6	-
110	-	CONSFRACT	0.657534	7	-
111	-	CONSFRACT	0.534247	5	-
112	-	CONSFRACT	0.808219	8	-
113	-	CONSFRACT	0.739726	7	-
114	-	CONSFRACT	0.972603	*	-
115	-	CONSFRACT	0.835616	8	-
116	-	CONSFRACT	0.958333	*	-
117	-	CONSFRACT	0.916667	9	-
118	-	CONSFRACT	0.902778	9	-
119	-	CONSFRACT	0.915493	9	-
120	-	CONSFRACT	0.681818	7	-
121	-	CONSFRACT	0.711864	7	-
122	-	CONSFRACT	0.966102	*	-
123	-	CONSFRACT	0.923077	9	-
124	-	CONSFRACT	0.666667	7	-
125	-	CONSFRACT	0.777778	8	-
126	-	CONSFRACT	1.000000	*	-
127	-	CONSFRACT	0.625000	6	-
128	-	CONSFRACT	0.714286	7	-
129	-	CONSFRACT	1.000000	*	-
130	-	CONSFRACT	1.000000	*	-
131	-	CONSFRACT	1.000000	*	-
132	-	CONSFRACT	0.833333	8	-
133	-	CONSFRACT	0.833333	8	-
134	-	CONSFRACT	0.571429	6	-
135	-	CONSFRACT	0.875000	9	-
136	-	CONSFRACT	0.555556	6	-
137	-	CONSFRACT	0.666667	7	-
138	-	CONSFRACT	0.692308	7	-
139	-	CONSFRACT	0.500000	5	-
140	-	CONSFRACT	1.000000	*	-
141	-	CONSFRACT	0.863014	9	-
142	-	CONSFRACT	0.671233	7	-
143	-	CONSFRACT	0.958904	*	-
144	-	CONSFRACT	0.890411	9	-
145	-	CONSFRACT	0.917808	9	-
146	-	CONSFRACT	0.986301	*	-
147	-	CONSFRACT	0.821918	8	-
148	-	CONSFRACT	0.904110	9	-
149	-	CONSFRACT	0.972603	*	-
150	-	CONSFRACT	0.791667	8	-
151	-	CONSFRACT	0.698630	7	-
152	-	CONSFRACT	0.712329	7	-
153	-	CONSFRACT	0.972603	*	-
154	-	CONSFRACT	0.643836	6	-
155	-	CONSFRACT	0.986301	*	-
156	-	CONSFRACT	0.616438	6	-
157	-	CONSFRACT	0.652778	7	-
158	-	CONSFRACT	0.600000	6	-
159	-	CONSFRACT	0.671429	7	-
160	-	CONSFRACT	0.929577	9	-
161	-	CONSFRACT	0.957747	*	-
162	-	CONSFRACT	0.985915	*	-
163	-	CONSFRACT	0.842857	8	-
1	-	INFO	1.300142	7	-
2	-	INFO	0.849328	4	-
3	-	INFO	1.359463	7	-
4	-	INFO	0.944709	5	-
5	-	INFO	0.909829	5	-
6	-	INFO	1.294818	6	-
7	-	INFO	2.000000	*	-
8	-	INFO	1.576319	8	-
9	-	INFO	1.000000	5	-
10	-	INFO	1.106864	6	-
11	-	INFO	1.185236	6	-
12	-	INFO	1.396729	7	-
13	-	INFO	1.752706	9	-
14	-	INFO	1.895581	9	-
15	-	INFO	2.000000	*	-
16	-	INFO	1.052444	5	-
17	-	INFO	1.238663	6	-
18	-	INFO	1.134143	6	-
19	-	INFO	1.639725	8	-
20	-	INFO	2.000000	*	-
21	-	INFO	1.004185	5	-
22	-	INFO	1.895581	9	-
23	-	INFO	1.895581	9	-
24	-	INFO	1.441756	7	-
25	-	INFO	1.895581	9	-
26	-	INFO	1.017318	5	-
27	-	INFO	1.816878	9	-
28	-	INFO	1.750118	9	-
29	-	INFO	1.894409	9	-
30	-	INFO	2.000000	*	-
31	-	INFO	0.391766	2	-
32	-	INFO	0.045588	0	-
33	-	INFO	0.105337	1	-
34	-	INFO	0.113848	1	-
35	-	INFO	0.095570	0	-
36	-	INFO	0.050918	0	-
37	-	INFO	0.181316	1	-
38	-	INFO	0.003283	0	-
39	-	INFO	0.069051	0	-
40	-	INFO	0.008008	0	-
41	-	INFO	0.210840	1	-
42	-	INFO	0.076428	0	-
43	-	INFO	0.070758	0	-
44	-	INFO	0.082110	0	-
45	-	INFO	0.090259	0	-
46	-	INFO	0.166982	1	-
47	-	INFO	0.109953	1	-
48	-	INFO	0.118841	1	-
49	-	INFO	0.279210	1	-
50	-	INFO	0.283968	1	-
51	-	INFO	0.132672	1	-
52	-	INFO	0.074873	0	-
53	-	INFO	0.147060	1	-
54	-	INFO	0.025740	0	-
55	-	INFO	0.053822	0	-
56	-	INFO	0.059230	0	-
57	-	INFO	0.082074	0	-
58	-	INFO	0.101469	1	-
59	-	INFO	0.152580	1	-
60	-	INFO	0.120391	1	-
61	-	INFO	0.086222	0	-
62	-	INFO	0.102870	1	-
63	-	INFO	0.190554	1	-
64	-	INFO	0.211520	1	-
65	-	INFO	0.080309	0	-
66	-	INFO	0.128981	1	-
67	-	INFO	0.067085	0	-
68	-	INFO	0.342257	2	-
69	-	INFO	0.540852	3	-
70	-	INFO	1.000000	5	-
71	-	INFO	0.415037	2	-
72	-	INFO	1.081704	5	-
73	-	INFO	0.415037	2	-
74	-	INFO	1.081704	5	-
75	-	INFO	1.081704	5	-
76	-	INFO	1.081704	5	-
77	-	INFO	1.081704	5	-
78	-	INFO	0.415037	2	-
79	-	INFO	1.081704	5	-
80	-	INFO	1.081704	5	-
81	-	INFO	1.081704	5	-
82	-	INFO	2.000000	*	-
83	-	INFO	1.000000	5	-
84	-	INFO	2.000000	*	-
85	-	INFO	1.000000	5	-
86	-	INFO	2.000000	*	-
87	-	INFO	1.000000	5	-
88	-	INFO	2.000000	*	-
89	-	INFO	2.000000	*	-
90	-	INFO	1.000000	5	-
91	-	INFO	1.081704	5	-
92	-	INFO	1.081704	5	-
93	-	INFO	1.081704	5	-
94	-	INFO	1.081704	5	-
95	-	INFO	2.000000	*	-
96	-	INFO	2.000000	*	-
97	-	INFO	1.081704	5	-
98	-	INFO	1.081704	5	-
99	-	INFO	1.081704	5	-
100	-	INFO	2.000000	*	-
101	-	INFO	1.081704	5	-
102	-	INFO	0.500000	3	-
103	-	INFO	0.478072	2	-
104	-	INFO	0.748371	4	-
105	-	INFO	0.516644	3	-
106	-	INFO	0.174395	1	-
107	-	INFO	0.043933	0	-
108	-	INFO	0.063722	0	-
109	-	INFO	0.076553	0	-
110	-	INFO	0.123732	1	-
111	-	INFO	0.292221	1	-
112	-	INFO	0.323356	2	-
113	-	INFO	0.780080	4	-
114	-	INFO	1.818834	9	-
115	-	INFO	1.194232	6	-
116	-	INFO	1.750118	9	-
117	-	INFO	1.502850	8	-
118	-	INFO	1.455958	7	-
119	-	INFO	1.458827	7	-
120	-	INFO	0.715499	4	-
121	-	INFO	0.702699	4	-
122	-	INFO	1.786420	9	-
123	-	INFO	1.608756	8	-
124	-	INFO	1.081704	5	-
125	-	INFO	1.235795	6	-
126	-	INFO	2.000000	*	-
127	-	INFO	1.045566	5	-
128	-	INFO	0.443343	2	-
129	-	INFO	2.000000	*	-
130	-	INFO	2.000000	*	-
131	-	INFO	2.000000	*	-
132	-	INFO	1.349978	7	-
133	-	INFO	1.349978	7	-
134	-	INFO	1.014772	5	-
135	-	INFO	1.456436	7	-
136	-	INFO	0.564479	3	-
137	-	INFO	0.775606	4	-
138	-	INFO	0.224141	1	-
139	-	INFO	0.568440	3	-
140	-	INFO	2.000000	*	-
141	-	INFO	1.423709	7	-
142	-	INFO	1.004185	5	-
143	-	INFO	1.687570	8	-
144	-	INFO	1.441756	7	-
145	-	INFO	1.487271	7	-
146	-	INFO	1.895581	9	-
147	-	INFO	1.254463	6	-
148	-	INFO	1.544169	8	-
149	-	INFO	1.791436	9	-
150	-	INFO	1.005265	5	-
151	-	INFO	0.168499	1	-
152	-	INFO	0.932227	5	-
153	-	INFO	1.818834	9	-
154	-	INFO	1.060547	5	-
155	-	INFO	0.909280	5	-
156	-	INFO	0.869694	4	-
157	-	INFO	1.068437	5	-
158	-	INFO	0.549802	3	-
159	-	INFO	1.001762	5	-
160	-	INFO	1.564125	8	-
161	-	INFO	1.708668	9	-
162	-	INFO	1.893208	9	-
163	-	INFO	1.137654	6	-
1	-	RELENT	0.985560	6	-
2	-	RELENT	0.716592	5	-
3	-	RELENT	1.388401	8	-
4	-	RELENT	0.743595	5	-
5	-	RELENT	0.714107	5	-
6	-	RELENT	1.370652	7	-
7	-	RELENT	1.949968	9	-
8	-	RELENT	0.816372	6	-
9	-	RELENT	0.000743	0	-
10	-	RELENT	0.637685	5	-
11	-	RELENT	1.032966	6	-
12	-	RELENT	1.233545	7	-
13	-	RELENT	2.332000	9	-
14	-	RELENT	1.843206	8	-
15	-	RELENT	1.808138	8	-
16	-	RELENT	0.893601	6	-
17	-	RELENT	1.056459	7	-
18	-	RELENT	0.045138	0	-
19	-	RELENT	2.189326	9	-
20	-	RELENT	1.949968	9	-
21	-	RELENT	0.805070	6	-
22	-	RELENT	1.854540	8	-
23	-	RELENT	1.843606	8	-
24	-	RELENT	1.300438	7	-
25	-	RELENT	1.685865	8	-
26	-	RELENT	1.345722	7	-
27	-	RELENT	1.551494	8	-
28	-	RELENT	1.461335	8	-
29	-	RELENT	1.597293	8	-
30	-	RELENT	1.715813	8	-
31	-	RELENT	0.369794	3	-
32	-	RELENT	0.119437	1	-
33	-	RELENT	0.116970	1	-
34	-	RELENT	0.206867	2	-
35	-	RELENT	0.251724	2	-
36	-	RELENT	0.108644	1	-
37	-	RELENT	0.171819	2	-
38	-	RELENT	0.036567	0	-
39	-	RELENT	0.142177	1	-
40	-	RELENT	0.067381	1	-
41	-	RELENT	0.392362	3	-
42	-	RELENT	0.133069	1	-
43	-	RELENT	0.132617	1	-
44	-	RELENT	0.033401	0	-
45	-	RELENT	0.080884	1	-
46	-	RELENT	0.321364	3	-
47	-	RELENT	0.118839	1	-
48	-	RELENT	0.126587	1	-
49	-	RELENT	0.281297	2	-
50	-	RELENT	0.268760	2	-
51	-	RELENT	0.118449	1	-
52	-	RELENT	0.084581	1	-
53	-	RELENT	0.135963	1	-
54	-	RELENT	0.043080	0	-
55	-	RELENT	0.049069	0	-
56	-	RELENT	0.103678	1	-
57	-	RELENT	0.036184	0	-
58	-	RELENT	0.044322	0	-
59	-	RELENT	0.042550	0	-
60	-	RELENT	0.025252	0	-
61	-	RELENT	0.023421	0	-
62	-	RELENT	0.026193	0	-
63	-	RELENT	0.024379	0	-
64	-	RELENT	0.021355	0	-
65	-	RELENT	0.002305	0	-
66	-	RELENT	0.019000	0	-
67	-	RELENT	0.007724	0	-
68	-	RELENT	0.006241	0	-
69	-	RELENT	0.001737	0	-
70	-	RELENT	0.001790	0	-
71	-	RELENT	0.000246	0	-
72	-	RELENT	0.001197	0	-
73	-	RELENT	0.000595	0	-
74	-	RELENT	0.002538	0	-
75	-	RELENT	0.001339	0	-
76	-	RELENT	0.001498	0	-
77	-	RELENT	0.002479	0	-
78	-	RELENT	0.000605	0	-
79	-	RELENT	0.001498	0	-
80	-	RELENT	0.002488	0	-
81	-	RELENT	0.002488	0	-
82	-	RELENT	0.005887	0	-
83	-	RELENT	0.000752	0	-
84	-	RELENT	0.001337	0	-
85	-	RELENT	0.000752	0	-
86	-	RELENT	0.000676	0	-
87	-	RELENT	0.000801	0	-
88	-	RELENT	0.001337	0	-
89	-	RELENT	0.001337	0	-
90	-	RELENT	0.000801	0	-
91	-	RELENT	0.001139	0	-
92	-	RELENT	0.001111	0	-
93	-	RELENT	0.001111	0	-
94	-	RELENT	0.002538	0	-
95	-	RELENT	0.002989	0	-
96	-	RELENT	0.002989	0	-
97	-	RELENT	0.001111	0	-
98	-	RELENT	0.002488	0	-
99	-	RELENT	0.001460	0	-
100	-	RELENT	0.002989	0	-
101	-	RELENT	0.001139	0	-
102	-	RELENT	0.001084	0	-
103	-	RELENT	0.002464	0	-
104	-	RELENT	0.003818	0	-
105	-	RELENT	0.007223	0	-
106	-	RELENT	0.010795	0	-
107	-	RELENT	0.003453	0	-
108	-	RELENT	0.008605	0	-
109	-	RELENT	0.012352	0	-
110	-	RELENT	0.094634	1	-
111	-	RELENT	0.268134	2	-
112	-	RELENT	0.268775	2	-
113	-	RELENT	0.755135	5	-
