#colidx	rfcolidx	tag	numval	code	skipped?
61	59	GAPFRACT	0.328767	3	-
62	60	GAPFRACT	0.369863	4	-
63	61	GAPFRACT	0.424658	4	-
64	-	GAPFRACT	0.493151	.	-
65	-	GAPFRACT	0.698630	.	-
66	-	GAPFRACT	0.739726	.	-
67	-	GAPFRACT	0.794521	.	-
68	-	GAPFRACT	0.876712	.	-
69	-	GAPFRACT	0.917808	.	-
70	-	GAPFRACT	0.945205	.	-
71	-	GAPFRACT	0.958904	.	-
72	-	GAPFRACT	0.958904	.	-
73	-	GAPFRACT	0.958904	.	-
74	-	GAPFRACT	0.958904	.	-
75	-	GAPFRACT	0.958904	.	-
76	-	GAPFRACT	0.958904	.	-
77	-	GAPFRACT	0.958904	.	-
78	-	GAPFRACT	0.958904	.	-
79	-	GAPFRACT	0.958904	.	-
80	-	GAPFRACT	0.958904	.	-
81	-	GAPFRACT	0.958904	.	-
82	-	GAPFRACT	0.958904	.	-
83	-	GAPFRACT	0.972603	.	-
84	-	GAPFRACT	0.972603	.	-
85	-	GAPFRACT	0.972603	.	-
86	-	GAPFRACT	0.986301	.	-
87	-	GAPFRACT	0.972603	.	-
88	-	GAPFRACT	0.972603	.	-
89	-	GAPFRACT	0.972603	.	-
90	-	GAPFRACT	0.972603	.	-
91	-	GAPFRACT	0.958904	.	-
92	-	GAPFRACT	0.958904	.	-
93	-	GAPFRACT	0.958904	.	-
94	-	GAPFRACT	0.958904	.	-
95	-	GAPFRACT	0.958904	.	-
96	-	GAPFRACT	0.958904	.	-
97	-	GAPFRACT	0.958904	.	-
98	-	GAPFRACT	0.958904	.	-
99	-	GAPFRACT	0.958904	.	-
100	-	GAPFRACT	0.958904	.	-
101	-	GAPFRACT	0.958904	.	-
102	-	GAPFRACT	0.945205	.	-
103	-	GAPFRACT	0.931507	.	-
104	-	GAPFRACT	0.917808	.	-
105	-	GAPFRACT	0.835616	.	-
106	-	GAPFRACT	0.794521	.	-
107	-	GAPFRACT	0.712329	.	-
108	-	GAPFRACT	0.561644	.	-
109	62	GAPFRACT	0.000000	0	-
110	63	GAPFRACT	0.000000	0	-
111	64	GAPFRACT	0.000000	0	-
112	65	GAPFRACT	0.000000	0	-
113	66	GAPFRACT	0.000000	0	-
114	67	GAPFRACT	0.000000	0	-
115	68	GAPFRACT	0.000000	0	-
116	69	GAPFRACT	0.013699	0	-
117	70	GAPFRACT	0.013699	0	-
118	71	GAPFRACT	0.013699	0	-
119	72	GAPFRACT	0.027397	0	-
120	73	GAPFRACT	0.095890	1	-
121	74	GAPFRACT	0.191781	2	-
122	75	GAPFRACT	0.191781	2	-
123	-	GAPFRACT	0.821918	.	-
124	-	GAPFRACT	0.835616	.	-
125	-	GAPFRACT	0.876712	.	-
126	-	GAPFRACT	0.890411	.	-
127	-	GAPFRACT	0.890411	.	-
128	-	GAPFRACT	0.904110	.	-
129	-	GAPFRACT	0.917808	.	-
130	-	GAPFRACT	0.986301	.	-
131	-	GAPFRACT	0.986301	.	-
132	-	GAPFRACT	0.917808	.	-
133	-	GAPFRACT	0.917808	.	-
134	-	GAPFRACT	0.904110	.	-
135	-	GAPFRACT	0.890411	.	-
136	-	GAPFRACT	0.876712	.	-
137	-	GAPFRACT	0.876712	.	-
138	-	GAPFRACT	0.821918	.	-
139	-	GAPFRACT	0.808219	.	-
140	76	GAPFRACT	0.000000	0	-
141	77	GAPFRACT	0.000000	0	-
142	78	GAPFRACT	0.000000	0	-
143	79	GAPFRACT	0.000000	0	-
144	80	GAPFRACT	0.000000	0	-
145	81	GAPFRACT	0.000000	0	-
146	82	GAPFRACT	0.000000	0	-
147	83	GAPFRACT	0.000000	0	-
148	84	GAPFRACT	0.000000	0	-
149	85	GAPFRACT	0.000000	0	-
150	86	GAPFRACT	0.013699	0	-
151	87	GAPFRACT	0.000000	0	-
152	88	GAPFRACT	0.000000	0	-
153	89	GAPFRACT	0.000000	0	-
154	90	GAPFRACT	0.000000	0	-
155	91	GAPFRACT	0.000000	0	-
156	92	GAPFRACT	0.000000	0	-
157	93	GAPFRACT	0.013699	0	-
158	94	GAPFRACT	0.041096	0	-
159	95	GAPFRACT	0.041096	0	-
160	96	GAPFRACT	0.027397	0	-
161	97	GAPFRACT	0.027397	0	-
162	98	GAPFRACT	0.027397	0	-
163	99	GAPFRACT	0.041096	0	-
1	1	CONS	-	G	-
2	2	CONS	-	g	-
3	3	CONS	-	G	-
4	4	CONS	-	c	-
5	5	CONS	-	u	-
6	6	CONS	-	G	-
7	7	CONS	-	G	-
8	8	CONS	-	C	-
9	-	CONS	-	.	-
10	9	CONS	-	U	-
11	10	CONS	-	U	-
12	11	CONS	-	U	-
13	12	CONS	-	A	-
14	13	CONS	-	G	-
15	14	CONS	-	C	-
16	15	CONS	-	U	-
17	16	CONS	-	C	-
18	-	CONS	-	.	-
19	17	CONS	-	A	-
20	18	CONS	-	G	-
21	19	CONS	-	c	-
22	20	CONS	-	G	-
23	21	CONS	-	G	-
24	22	CONS	-	U	-
25	23	CONS	-	U	-
26	24	CONS	-	a	-
27	25	CONS	-	C	-
28	26	CONS	-	U	-
29	27	CONS	-	U	-
30	28	CONS	-	C	-
31	29	CONS	-	g	-
32	30	CONS	-	m	-
33	31	CONS	-	m	-
34	32	CONS	-	w	-
35	33	CONS	-	m	-
36	34	CONS	-	w	-
37	35	CONS	-	y	-
38	36	CONS	-	m	-
39	37	CONS	-	w	-
40	38	CONS	-	r	-
41	39	CONS	-	w	-
42	40	CONS	-	w	-
43	41	CONS	-	w	-
44	42	CONS	-	k	-
45	43	CONS	-	y	-
46	44	CONS	-	w	-
47	45	CONS	-	y	-
48	46	CONS	-	y	-
49	47	CONS	-	u	-
50	48	CONS	-	y	-
51	49	CONS	-	y	-
52	50	CONS	-	m	-
53	51	CONS	-	w	-
54	52	CONS	-	m	-
55	53	CONS	-	y	-
56	54	CONS	-	m	-
57	55	CONS	-	y	-
58	56	CONS	-	y	-
59	57	CONS	-	k	-
60	58	CONS	-	y	-
61	59	CONS	-	y	-
62	60	CONS	-	s	-
63	61	CONS	-	y	-
64	-	CONS	-	.	-
65	-	CONS	-	.	-
66	-	CONS	-	.	-
67	-	CONS	-	.	-
68	-	CONS	-	.	-
69	-	CONS	-	.	-
70	-	CONS	-	.	-
71	-	CONS	-	.	-
72	-	CONS	-	.	-
73	-	CONS	-	.	-
74	-	CONS	-	.	-
75	-	CONS	-	.	-
76	-	CONS	-	.	-
77	-	CONS	-	.	-
78	-	CONS	-	.	-
79	-	CONS	-	.	-
80	-	CONS	-	.	-
81	-	CONS	-	.	-
82	-	CONS	-	.	-
83	-	CONS	-	.	-
84	-	CONS	-	.	-
85	-	CONS	-	.	-
86	-	CONS	-	.	-
87	-	CONS	-	.	-
88	-	CONS	-	.	-
89	-	CONS	-	.	-
90	-	CONS	-	.	-
91	-	CONS	-	.	-
92	-	CONS	-	.	-
93	-	CONS	-	.	-
94	-	CONS	-	.	-
95	-	CONS	-	.	-
96	-	CONS	-	.	-
97	-	CONS	-	.	-
98	-	CONS	-	.	-
99	-	CONS	-	.	-
100	-	CONS	-	.	-
101	-	CONS	-	.	-
102	-	CONS	-	.	-
103	-	CONS	-	.	-
104	-	CONS	-	.	-
105	-	CONS	-	.	-
106	-	CONS	-	.	-
107	-	CONS	-	.	-
108	-	CONS	-	.	-
109	62	CONS	-	y	-
110	63	CONS	-	k	-
111	64	CONS	-	g	-
112	65	CONS	-	K	-
113	66	CONS	-	g	-
114	67	CONS	-	G	-
115	68	CONS	-	U	-
116	69	CONS	-	U	-
117	70	CONS	-	C	-
118	71	CONS	-	G	-
119	72	CONS	-	A	-
120	73	CONS	-	g	-
121	74	CONS	-	a	-
122	75	CONS	-	C	-
123	-	CONS	-	.	-
124	-	CONS	-	.	-
125	-	CONS	-	.	-
126	-	CONS	-	.	-
127	-	CONS	-	.	-
128	-	CONS	-	.	-
129	-	CONS	-	.	-
130	-	CONS	-	.	-
131	-	CONS	-	.	-
132	-	CONS	-	.	-
133	-	CONS	-	.	-
134	-	CONS	-	.	-
135	-	CONS	-	.	-
136	-	CONS	-	.	-
137	-	CONS	-	.	-
138	-	CONS	-	.	-
139	-	CONS	-	.	-
140	76	CONS	-	C	-
141	77	CONS	-	C	-
142	78	CONS	-	g	-
143	79	CONS	-	C	-
144	80	CONS	-	G	-
145	81	CONS	-	G	-
146	82	CONS	-	G	-
147	83	CONS	-	C	-
148	84	CONS	-	G	-
149	85	CONS	-	C	-
150	86	CONS	-	U	-
151	87	CONS	-	s	-
152	88	CONS	-	u	-
153	89	CONS	-	C	-
154	90	CONS	-	c	-
155	91	CONS	-	R	-
156	92	CONS	-	g	-
157	93	CONS	-	c	-
158	94	CONS	-	c	-
159	95	CONS	-	c	-
160	96	CONS	-	U	-
161	97	CONS	-	U	-
162	98	CONS	-	U	-
163	99	CONS	-	U	-
1	1	CONSFRACT	0.863636	9	-
2	2	CONSFRACT	0.690141	7	-
3	3	CONSFRACT	0.863014	9	-
4	4	CONSFRACT	0.602740	6	-
5	5	CONSFRACT	0.506849	5	-
6	6	CONSFRACT	0.808219	8	-
7	7	CONSFRACT	1.000000	*	-
8	8	CONSFRACT	0.913793	9	-
9	-	CONSFRACT	0.000000	.	-
10	9	CONSFRACT	0.836066	8	-
11	10	CONSFRACT	0.849315	8	-
12	11	CONSFRACT	0.890411	9	-
13	12	CONSFRACT	0.958904	*	-
14	13	CONSFRACT	0.986301	*	-
15	14	CONSFRACT	1.000000	*	-
16	15	CONSFRACT	0.808219	8	-
17	16	CONSFRACT	0.849315	8	-
18	-	CONSFRACT	0.000000	.	-
19	17	CONSFRACT	0.931507	9	-
20	18	CONSFRACT	1.000000	*	-
21	19	CONSFRACT	0.671233	7	-
22	20	CONSFRACT	0.986301	*	-
23	21	CONSFRACT	0.986301	*	-
24	22	CONSFRACT	0.890411	9	-
25	23	CONSFRACT	0.986301	*	-
26	24	CONSFRACT	0.722222	7	-
27	25	CONSFRACT	0.972222	*	-
28	26	CONSFRACT	0.958333	*	-
29	27	CONSFRACT	0.986111	*	-
30	28	CONSFRACT	1.000000	*	-
31	29	CONSFRACT	0.597222	6	-
32	30	CONSFRACT	0.583333	6	-
33	31	CONSFRACT	0.652778	7	-
34	32	CONSFRACT	0.694444	7	-
35	33	CONSFRACT	0.611111	6	-
36	34	CONSFRACT	0.625000	6	-
37	35	CONSFRACT	0.694444	7	-
38	36	CONSFRACT	0.527778	5	-
39	37	CONSFRACT	0.652778	7	-
40	38	CONSFRACT	0.541667	5	-
41	39	CONSFRACT	0.708333	7	-
42	40	CONSFRACT	0.625000	6	-
43	41	CONSFRACT	0.652778	7	-
44	42	CONSFRACT	0.625000	6	-
45	43	CONSFRACT	0.652778	7	-
46	44	CONSFRACT	0.722222	7	-
47	45	CONSFRACT	0.638889	6	-
48	46	CONSFRACT	0.652778	7	-
49	47	CONSFRACT	0.513889	5	-
50	48	CONSFRACT	0.722222	7	-
51	49	CONSFRACT	0.680556	7	-
52	50	CONSFRACT	0.611111	6	-
53	51	CONSFRACT	0.676056	7	-
54	52	CONSFRACT	0.578125	6	-
55	53	CONSFRACT	0.606557	6	-
56	54	CONSFRACT	0.639344	6	-
57	55	CONSFRACT	0.644068	6	-
58	56	CONSFRACT	0.672414	7	-
59	57	CONSFRACT	0.684211	7	-
60	58	CONSFRACT	0.690909	7	-
61	59	CONSFRACT	0.653061	7	-
62	60	CONSFRACT	0.673913	7	-
63	61	CONSFRACT	0.690476	7	-
64	-	CONSFRACT	0.000000	.	-
65	-	CONSFRACT	0.000000	.	-
66	-	CONSFRACT	0.000000	.	-
67	-	CONSFRACT	0.000000	.	-
68	-	CONSFRACT	0.000000	.	-
69	-	CONSFRACT	0.000000	.	-
70	-	CONSFRACT	0.000000	.	-
71	-	CONSFRACT	0.000000	.	-
72	-	CONSFRACT	0.000000	.	-
73	-	CONSFRACT	0.000000	.	-
74	-	CONSFRACT	0.000000	.	-
75	-	CONSFRACT	0.000000	.	-
76	-	CONSFRACT	0.000000	.	-
77	-	CONSFRACT	0.000000	.	-
78	-	CONSFRACT	0.000000	.	-
79	-	CONSFRACT	0.000000	.	-
80	-	CONSFRACT	0.000000	.	-
81	-	CONSFRACT	0.000000	.	-
82	-	CONSFRACT	0.000000	.	-
83	-	CONSFRACT	0.000000	.	-
84	-	CONSFRACT	0.000000	.	-
85	-	CONSFRACT	0.000000	.	-
86	-	CONSFRACT	0.000000	.	-
87	-	CONSFRACT	0.000000	.	-
88	-	CONSFRACT	0.000000	.	-
89	-	CONSFRACT	0.000000	.	-
90	-	CONSFRACT	0.000000	.	-
91	-	CONSFRACT	0.000000	.	-
92	-	CONSFRACT	0.000000	.	-
93	-	CONSFRACT	0.000000	.	-
94	-	CONSFRACT	0.000000	.	-
95	-	CONSFRACT	0.000000	.	-
96	-	CONSFRACT	0.000000	.	-
97	-	CONSFRACT	0.000000	.	-
98	-	CONSFRACT	0.000000	.	-
99	-	CONSFRACT	0.000000	.	-
100	-	CONSFRACT	0.000000	.	-
101	-	CONSFRACT	0.000000	.	-
102	-	CONSFRACT	0.000000	.	-
103	-	CONSFRACT	0.000000	.	-
104	-	CONSFRACT	0.000000	.	-
105	-	CONSFRACT	0.000000	.	-
106	-	CONSFRACT	0.000000	.	-
107	-	CONSFRACT	0.000000	.	-
108	-	CONSFRACT	0.000000	.	-
109	62	CONSFRACT	0.602740	6	-
110	63	CONSFRACT	0.657534	7	-
111	64	CONSFRACT	0.534247	5	-
112	65	CONSFRACT	0.808219	8	-
113	66	CONSFRACT	0.739726	7	-
114	67	CONSFRACT	0.972603	*	-
115	68	CONSFRACT	0.835616	8	-
116	69	CONSFRACT	0.958333	*	-
117	70	CONSFRACT	0.916667	9	-
118	71	CONSFRACT	0.902778	9	-
119	72	CONSFRACT	0.915493	9	-
120	73	CONSFRACT	0.681818	7	-
121	74	CONSFRACT	0.711864	7	-
122	75	CONSFRACT	0.966102	*	-
123	-	CONSFRACT	0.000000	.	-
124	-	CONSFRACT	0.000000	.	-
125	-	CONSFRACT	0.000000	.	-
126	-	CONSFRACT	0.000000	.	-
127	-	CONSFRACT	0.000000	.	-
128	-	CONSFRACT	0.000000	.	-
129	-	CONSFRACT	0.000000	.	-
130	-	CONSFRACT	0.000000	.	-
131	-	CONSFRACT	0.000000	.	-
132	-	CONSFRACT	0.000000	.	-
133	-	CONSFRACT	0.000000	.	-
134	-	CONSFRACT	0.000000	.	-
135	-	CONSFRACT	0.000000	.	-
136	-	CONSFRACT	0.000000	.	-
137	-	CONSFRACT	0.000000	.	-
138	-	CONSFRACT	0.000000	.	-
139	-	CONSFRACT	0.000000	.	-
140	76	CONSFRACT	1.000000	*	-
141	77	CONSFRACT	0.863014	9	-
142	78	CONSFRACT	0.671233	7	-
143	79	CONSFRACT	0.958904	*	-
144	80	CONSFRACT	0.890411	9	-
145	81	CONSFRACT	0.917808	9	-
146	82	CONSFRACT	0.986301	*	-
147	83	CONSFRACT	0.821918	8	-
148	84	CONSFRACT	0.904110	9	-
149	85	CONSFRACT	0.972603	*	-
150	86	CONSFRACT	0.791667	8	-
151	87	CONSFRACT	0.698630	7	-
152	88	CONSFRACT	0.712329	7	-
153	89	CONSFRACT	0.972603	*	-
154	90	CONSFRACT	0.643836	6	-
155	91	CONSFRACT	0.986301	*	-
156	92	CONSFRACT	0.616438	6	-
157	93	CONSFRACT	0.652778	7	-
158	94	CONSFRACT	0.600000	6	-
159	95	CONSFRACT	0.671429	7	-
160	96	CONSFRACT	0.929577	9	-
161	97	CONSFRACT	0.957747	*	-
162	98	CONSFRACT	0.985915	*	-
163	99	CONSFRACT	0.842857	8	-
1	1	INFO	1.300142	7	-
2	2	INFO	0.849328	4	-
3	3	INFO	1.359463	7	-
4	4	INFO	0.944709	5	-
5	5	INFO	0.909829	5	-
6	6	INFO	1.294818	6	-
7	7	INFO	2.000000	*	-
8	8	INFO	1.576319	8	-
9	-	INFO	1.000000	.	-
10	9	INFO	1.106864	6	-
11	10	INFO	1.185236	6	-
12	11	INFO	1.396729	7	-
13	12	INFO	1.752706	9	-
14	13	INFO	1.895581	9	-
15	14	INFO	2.000000	*	-
16	15	INFO	1.052444	5	-
17	16	INFO	1.238663	6	-
18	-	INFO	1.134143	.	-
19	17	INFO	1.639725	8	-
20	18	INFO	2.000000	*	-
21	19	INFO	1.004185	5	-
22	20	INFO	1.895581	9	-
23	21	INFO	1.895581	9	-
24	22	INFO	1.441756	7	-
25	23	INFO	1.895581	9	-
26	24	INFO	1.017318	5	-
27	25	INFO	1.816878	9	-
28	26	INFO	1.750118	9	-
29	27	INFO	1.894409	9	-
30	28	INFO	2.000000	*	-
31	29	INFO	0.391766	2	-
32	30	INFO	0.045588	0	-
33	31	INFO	0.105337	1	-
34	32	INFO	0.113848	1	-
35	33	INFO	0.095570	0	-
36	34	INFO	0.050918	0	-
37	35	INFO	0.181316	1	-
38	36	INFO	0.003283	0	-
39	37	INFO	0.069051	0	-
40	38	INFO	0.008008	0	-
41	39	INFO	0.210840	1	-
42	40	INFO	0.076428	0	-
43	41	INFO	0.070758	0	-
44	42	INFO	0.082110	0	-
45	43	INFO	0.090259	0	-
46	44	INFO	0.166982	1	-
47	45	INFO	0.109953	1	-
48	46	INFO	0.118841	1	-
49	47	INFO	0.279210	1	-
50	48	INFO	0.283968	1	-
51	49	INFO	0.132672	1	-
52	50	INFO	0.074873	0	-
53	51	INFO	0.147060	1	-
54	52	INFO	0.025740	0	-
55	53	INFO	0.053822	0	-
56	54	INFO	0.059230	0	-
57	55	INFO	0.082074	0	-
58	56	INFO	0.101469	1	-
59	57	INFO	0.152580	1	-
60	58	INFO	0.120391	1	-
61	59	INFO	0.086222	0	-
62	60	INFO	0.102870	1	-
63	61	INFO	0.190554	1	-
64	-	INFO	0.211520	.	-
65	-	INFO	0.080309	.	-
66	-	INFO	0.128981	.	-
67	-	INFO	0.067085	.	-
68	-	INFO	0.342257	.	-
69	-	INFO	0.540852	.	-
70	-	INFO	1.000000	.	-
71	-	INFO	0.415037	.	-
72	-	INFO	1.081704	.	-
73	-	INFO	0.415037	.	-
74	-	INFO	1.081704	.	-
75	-	INFO	1.081704	.	-
76	-	INFO	1.081704	.	-
77	-	INFO	1.081704	.	-
78	-	INFO	0.415037	.	-
79	-	INFO	1.081704	.	-
80	-	INFO	1.081704	.	-
81	-	INFO	1.081704	.	-
82	-	INFO	2.000000	.	-
83	-	INFO	1.000000	.	-
84	-	INFO	2.000000	.	-
85	-	INFO	1.000000	.	-
86	-	INFO	2.000000	.	-
87	-	INFO	1.000000	.	-
88	-	INFO	2.000000	.	-
89	-	INFO	2.000000	.	-
90	-	INFO	1.000000	.	-
91	-	INFO	1.081704	.	-
92	-	INFO	1.081704	.	-
93	-	INFO	1.081704	.	-
94	-	INFO	1.081704	.	-
95	-	INFO	2.000000	.	-
96	-	INFO	2.000000	.	-
97	-	INFO	1.081704	.	-
98	-	INFO	1.081704	.	-
99	-	INFO	1.081704	.	-
100	-	INFO	2.000000	.	-
101	-	INFO	1.081704	.	-
102	-	INFO	0.500000	.	-
103	-	INFO	0.478072	.	-
104	-	INFO	0.748371	.	-
105	-	INFO	0.516644	.	-
106	-	INFO	0.174395	.	-
107	-	INFO	0.043933	.	-
108	-	INFO	0.063722	.	-
109	62	INFO	0.076553	0	-
110	63	INFO	0.123732	1	-
111	64	INFO	0.292221	1	-
112	65	INFO	0.323356	2	-
113	66	INFO	0.780080	4	-
114	67	INFO	1.818834	9	-
115	68	INFO	1.194232	6	-
116	69	INFO	1.750118	9	-
117	70	INFO	1.502850	8	-
118	71	INFO	1.455958	7	-
119	72	INFO	1.458827	7	-
120	73	INFO	0.715499	4	-
121	74	INFO	0.702699	4	-
122	75	INFO	1.786420	9	-
123	-	INFO	1.608756	.	-
124	-	INFO	1.081704	.	-
125	-	INFO	1.235795	.	-
126	-	INFO	2.000000	.	-
127	-	INFO	1.045566	.	-
128	-	INFO	0.443343	.	-
129	-	INFO	2.000000	.	-
130	-	INFO	2.000000	.	-
131	-	INFO	2.000000	.	-
132	-	INFO	1.349978	.	-
133	-	INFO	1.349978	.	-
134	-	INFO	1.014772	.	-
135	-	INFO	1.456436	.	-
136	-	INFO	0.564479	.	-
137	-	INFO	0.775606	.	-
138	-	INFO	0.224141	.	-
139	-	INFO	0.568440	.	-
140	76	INFO	2.000000	*	-
141	77	INFO	1.423709	7	-
142	78	INFO	1.004185	5	-
143	79	INFO	1.687570	8	-
144	80	INFO	1.441756	7	-
145	81	INFO	1.487271	7	-
146	82	INFO	1.895581	9	-
147	83	INFO	1.254463	6	-
148	84	INFO	1.544169	8	-
149	85	INFO	1.791436	9	-
150	86	INFO	1.005265	5	-
151	87	INFO	0.168499	1	-
152	88	INFO	0.932227	5	-
153	89	INFO	1.818834	9	-
154	90	INFO	1.060547	5	-
155	91	INFO	0.909280	5	-
156	92	INFO	0.869694	4	-
157	93	INFO	1.068437	5	-
158	94	INFO	0.549802	3	-
159	95	INFO	1.001762	5	-
160	96	INFO	1.564125	8	-
161	97	INFO	1.708668	9	-
162	98	INFO	1.893208	9	-
163	99	INFO	1.137654	6	-
1	1	RELENT	0.985560	6	-
2	2	RELENT	0.716592	5	-
3	3	RELENT	1.388401	8	-
4	4	RELENT	0.743595	5	-
5	5	RELENT	0.714107	5	-
6	6	RELENT	1.370652	7	-
7	7	RELENT	1.949968	9	-
8	8	RELENT	0.816372	6	-
9	-	RELENT	0.000743	.	-
10	9	RELENT	0.637685	5	-
11	10	RELENT	1.032966	6	-
12	11	RELENT	1.233545	7	-
13	12	RELENT	2.332000	9	-
14	13	RELENT	1.843206	8	-
15	14	RELENT	1.808138	8	-
16	15	RELENT	0.893601	6	-
17	16	RELENT	1.056459	7	-
18	-	RELENT	0.045138	.	-
19	17	RELENT	2.189326	9	-
20	18	RELENT	1.949968	9	-
21	19	RELENT	0.805070	6	-
22	20	RELENT	1.854540	8	-
23	21	RELENT	1.843606	8	-
24	22	RELENT	1.300438	7	-
25	23	RELENT	1.685865	8	-
26	24	RELENT	1.345722	7	-
27	25	RELENT	1.551494	8	-
28	26	RELENT	1.461335	8	-
29	27	RELENT	1.597293	8	-
30	28	RELENT	1.715813	8	-
31	29	RELENT	0.369794	3	-
32	30	RELENT	0.119437	1	-
33	31	RELENT	0.116970	1	-
34	32	RELENT	0.206867	2	-
35	33	RELENT	0.251724	2	-
36	34	RELENT	0.108644	1	-
37	35	RELENT	0.171819	2	-
38	36	RELENT	0.036567	0	-
39	37	RELENT	0.142177	1	-
40	38	RELENT	0.067381	1	-
41	39	RELENT	0.392362	3	-
42	40	RELENT	0.133069	1	-
43	41	RELENT	0.132617	1	-
44	42	RELENT	0.033401	0	-
45	43	RELENT	0.080884	1	-
46	44	RELENT	0.321364	3	-
47	45	RELENT	0.118839	1	-
48	46	RELENT	0.126587	1	-
49	47	RELENT	0.281297	2	-
50	48	RELENT	0.268760	2	-
51	49	RELENT	0.118449	1	-
52	50	RELENT	0.084581	1	-
53	51	RELENT	0.135963	1	-
54	52	RELENT	0.043080	0	-
55	53	RELENT	0.049069	0	-
56	54	RELENT	0.103678	1	-
57	55	RELENT	0.036184	0	-
58	56	RELENT	0.044322	0	-
59	57	RELENT	0.042550	0	-
60	58	RELENT	0.025252	0	-
61	59	RELENT	0.023421	0	-
62	60	RELENT	0.026193	0	-
63	61	RELENT	0.024379	0	-
64	-	RELENT	0.021355	.	-
65	-	RELENT	0.002305	.	-
66	-	RELENT	0.019000	.	-
67	-	RELENT	0.007724	.	-
68	-	RELENT	0.006241	.	-
69	-	RELENT	0.001737	.	-
70	-	RELENT	0.001790	.	-
71	-	RELENT	0.000246	.	-
72	-	RELENT	0.001197	.	-
73	-	RELENT	0.000595	.	-
74	-	RELENT	0.002538	.	-
75	-	RELENT	0.001339	.	-
76	-	RELENT	0.001498	.	-
77	-	RELENT	0.002479	.	-
78	-	RELENT	0.000605	.	-
79	-	RELENT	0.001498	.	-
80	-	RELENT	0.002488	.	-
81	-	RELENT	0.002488	.	-
82	-	RELENT	0.005887	.	-
83	-	RELENT	0.000752	.	-
84	-	RELENT	0.001337	.	-
85	-	RELENT	0.000752	.	-
86	-	RELENT	0.000676	.	-
87	-	RELENT	0.000801	.	-
88	-	RELENT	0.001337	.	-
89	-	RELENT	0.001337	.	-
90	-	RELENT	0.000801	.	-
91	-	RELENT	0.001139	.	-
92	-	RELENT	0.001111	.	-
93	-	RELENT	0.001111	.	-
94	-	RELENT	0.002538	.	-
95	-	RELENT	0.002989	.	-
96	-	RELENT	0.002989	.	-
97	-	RELENT	0.001111	.	-
98	-	RELENT	0.002488	.	-
99	-	RELENT	0.001460	.	-
100	-	RELENT	0.002989	.	-
101	-	RELENT	0.001139	.	-
102	-	RELENT	0.001084	.	-
103	-	RELENT	0.002464	.	-
104	-	RELENT	0.003818	.	-
105	-	RELENT	0.007223	.	-
106	-	RELENT	0.010795	.	-
107	-	RELENT	0.003453	.	-
108	-	RELENT	0.008605	.	-
109	62	RELENT	0.012352	0	-
110	63	RELENT	0.094634	1	-
111	64	RELENT	0.268134	2	-
112	65	RELENT	0.268775	2	-
113	66	RELENT	0.755135	5	-
